SAO PAULO-SP,355030 ,ARRAIAL DO CABO-RJ,330025 ,"475,3"
SAO PAULO-SP,355030 ,ARTUR NOGUEIRA-SP,350380 ,"119,9"
SAO PAULO-SP,355030 ,ARUJA-SP,350390 ,"35,9"
SAO PAULO-SP,355030 ,ASCURRA-SC,420170 ,"469,7"
SAO PAULO-SP,355030 ,ASPASIA-SP,350395 ,"564,5"
SAO PAULO-SP,355030 ,ASSAI-PR,410190 ,"429,5"
SAO PAULO-SP,355030 ,ASSIS BRASIL-AC,120005 ,"2.803,3"
SAO PAULO-SP,355030 ,ASSIS CHATEAUBRIAND-PR,410200 ,"706,0"
SAO PAULO-SP,355030 ,ASSIS-SP,350400 ,"398,5"
SAO PAULO-SP,355030 ,ASTOLFO DUTRA-MG,310460 ,"460,1"
SAO PAULO-SP,355030 ,ASTORGA-PR,410210 ,"514,2"
SAO PAULO-SP,355030 ,ATALAIA-AL,270040 ,"1.925,3"
SAO PAULO-SP,355030 ,ATALAIA-PR,410220 ,"554,5"
SAO PAULO-SP,355030 ,ATALEIA-MG,310470 ,"837,8"
SAO PAULO-SP,355030 ,ATIBAIA-SP,350410 ,"47,0"
SAO PAULO-SP,355030 ,ATILIO VIVACQUA-ES,320070 ,"631,2"
SAO PAULO-SP,355030 ,AUGUSTINOPOLIS-TO,170255 ,"2.013,1"
SAO PAULO-SP,355030 ,AURELINO LEAL-BA,290240 ,"1.280,1"
SAO PAULO-SP,355030 ,AURIFLAMA-SP,350420 ,"513,0"
SAO PAULO-SP,355030 ,AURILANDIA-GO,520260 ,"860,4"
SAO PAULO-SP,355030 ,AURORA-SC,420190 ,"516,2"
SAO PAULO-SP,355030 ,AUTAZES-AM,130030 ,"2.592,1"
SAO PAULO-SP,355030 ,AVAI-SP,350430 ,"316,1"
SAO PAULO-SP,355030 ,AVANHANDAVA-SP,350440 ,"411,0"
SAO PAULO-SP,355030 ,AVARE-SP,350450 ,"238,1"
